Course ID,Course Subject,Course Number,Course Name,Course Description
27721,POLI,353,Principles of Public Policy,"This course examines the concepts, theories and approaches to the study of public policy. It also explores the major actors, processes and institutions involved in the development of public policy from a Canadian and/or comparative perspective. Topics include the role of the bureaucracy, globalization and internationalization, and state-society relations in policy-making."
27723,POLI,356,Canadian Political Parties,"This course provides a comprehensive examination of the origins and development of political parties in Canada at both the federal and provincial levels. Theories about party development, including one party dominance, brokerage politics and third party development, are examined in order to determine the efficacy of political parties.
Prerequisite: POLI 204 or permission of the Department."
27730,POLI,361,Advocacy Groups and Public Policy,"Students examine the broad social, economic, political, and cultural forces shaping governmental decisions and policies. Particular attention is paid to the conflict between private and public concerns."
27733,POLI,362,Policy Analysis and Program Evaluation,Please see Undergraduate Calendar
27734,POLI,363,ISSUES IN CDN PUBLIC POLICY,"This course examines alternative public policies in selected areas at the federal, provincial, and municipal levels in Canada. Policies analyzed vary from year to year and include such areas as social welfare, culture, education, language, environmental protections, energy conservation, urban renewal, and economic policy.
Prerequisite: POLI 204 or permission of the Department."
27736,POLI,364,"Hellenistic, Roman, Medieval Political Philosophy","This course examines the political teachings of the Hellenistic schools such as the Academics, the Stoics, the Epicureans and the Skeptics, the political writings from the Roman Republic and Empire, and the political problematics posed by early Christianity.
Prerequisite: POLI 206 or permission of the Department."
27737,POLI,365,Canadian Public Administration,"This course examines the organization and composition of the federal bureaucracy, the role of the bureaucracy in the making and implementation of public policy, patterns of recruitment, and the mechanisms of accountability and control.
Prerequisite: POLI 204 or permission of the Department."
27738,POLI,366,Politics of Africa,"This course is a comparative study of political institutions and processes in selected African countries. Countries selected may vary from year to year.
Prerequisite: POLI 203 or permission of the Department.
NOTE: Students should consult the Department for current topic."
27740,POLI,368,"Media, Technology and Politics","This course examines the impact upon politics of changes in technology and the media. Students discuss a diverse range of contemporary thinkers and their understanding of the digital future. Particular attention is paid to the age of electronic politics and its effect upon the actual practice of political power.
Prerequisite: POLI 206 or permission of the Department."
27742,POLI,371,Early Modern Political Philosophy,"Students are introduced to the origins of modern political thought from the Renaissance and the Reformation through to the mid-18th century.
Prerequisite: POLI 206 or permission of the Department."
27745,POLI,373,Late Modern Political Philosophy,"This course examines the progression and criticism of modern political thought from the mid-18th century through to the early-20th century.
Prerequisite: POLI 206 or permission of the Department."
27748,POLI,375,"NATIONALISM:ORIGINS, OPERATION, & SIGNIFICANCE","Using specific case studies, this course examines the theories of nationalism developed originally in the early-19th century as a purely European phenomenon. It relates to the rise of nationalism to the processes of modernization. 
Prerequisite: POLI 203 or permission of the Department."
27749,POLI,376,Politics of Northern Ireland,"This course focuses on the political evolution of Northern Ireland over three distinct periods: the Stormont Parliament (1921-1972); direct rule by Westminster (1972-1998); and devolved government after the 1998 Good Friday Agreement. Topics may include constitutional politics and partition, religion and politics, political parties, sectarianism, the ?Troubles,? the Good Friday Agreement, and the post-1998 power-sharing institutions.

NOTE: Students who have received credit for this topic under an IRST 398 number may not take this course for credit."
